reviews_count,postal_code,general_info,category,locality,breadcrumbs,average_rating,latitude,email,website,years_in_business,full_address,phone,payment_mode,price_range,geo,gallery,name,url,country,region,longitude,scraped_at,opening_hours,aka,street_address
,19010,"Based on real customer spending behavior, Robert Hufford Inc is rated 78/100, making it #2 ranked for Other Medical around Bryn Mawr, and is frequented by Fashionistas and Singles.Robert Hufford Inc has a high overall rating because it is popular and has high loyalty. Based on over 200 transactions",Optometrists/Optical Goods/Opticians/Optometrists/Optical Goods/Opticians,Bryn Mawr,Home/PA/Bryn Mawr/Optometrists/Robert Hufford Inc,,40.02229,hufford.opticians@comcast.net,,55.0,"PostalAddress, US, 841 W Lancaster Ave, Bryn Mawr, PA, 19010",(215) 525-9703,,,latitude: 40.02229 | longitude: -75.31937,,Robert Hufford Inc,https://www.yellowpages.com/bryn-mawr-pa/mip/robert-hufford-inc-6845206?lid=1001806560057,US,PA,-75.31937,2021-11-20 03:25:55,Mo-Tu 09:15-17:15 | We 09:15-19:15 | Th-Fr 09:15-17:15 | Sa 09:15-16:15,,841 W Lancaster Ave
,53203,,"Health & Fitness Program Consultants/Cancer Educational, Referral & Support Services/Diabetes Educational, Referral & Support Services/Lutheran Churches/Health & Fitness Program Consultants/Cancer Educational, Referral & Support Services/Diabetes Educational, Referral & Support Services/Medical Centers/Physicians & Surgeons, Family Medicine & General Practice",Milwaukee,Home/WI/Milwaukee/Fitness Trainers/Health & Fitness Coaches/Meddect,,43.03673,meddect@gmail.com,,8.0,"PostalAddress, US, 501 W Michigan St, Milwaukee, WI, 53203",(414) 395-5406,,,latitude: 43.03673 | longitude: -87.91821,,Meddect,https://www.yellowpages.com/milwaukee-wi/mip/meddect-482177301,US,WI,-87.91821,2021-11-20 03:26:02,,,501 W Michigan St
,84010,"At Gulso Podiatry, we understand that pain in your feet or ankles and decreased mobility can take a toll on your quality of life. That is why Dr. Gulso is dedicated to helping you feel better and getting you back to doing the things you love to do. 
 
Our capable staff will make your visit simple and stress free. Dr. Gulso will take his time listening to your concerns, examining you, and conducting any tests necessary to make an accurate diagnosis. He’ll explain your treatment options and answer any questions you may have. 
 
Dr. Gulso has nearly two decades of experience treating many routine podiatric issues including hammertoes, ingrown toenails, corns and calluses, along with more complex issues like sports injuries, heel spurs, and arch problems. Additionally, as an expert in diabetic foot care, Dr. Gulso treats many older patients who are experiencing foot issues due to diabetes. 
 
Let Gulso Podiatry help you achieve a life of optimal foot and ankle health.","Medical Service Organizations/Physicians & Surgeons/Physicians & Surgeons, Orthopedics/Medical Service Organizations/Physicians & Surgeons/Physicians & Surgeons, Orthopedics/Physicians & Surgeons, Pediatrics/Physicians & Surgeons, Podiatrists/Physicians & Surgeons, Sports Medicine/Physicians & Surgeons, Surgery-General",Bountiful,"Home/UT/Bountiful/Medical Service Organizations/Greg Gulso, DPM",,40.88621,ggulso@hotmail.com,http://www.footdoctorbountifulut.us,15.0,"PostalAddress, US, 415 Medical Dr, Bountiful, UT, 84010",(801) 294-8266,"check, master card, visa, cash",,latitude: 40.88621 | longitude: -111.86706,https://i3.ypcdn.com/blob/a56cccdbeddf77919aecd9fe7967bb570ab23e78_400x260_crop.jpg~https://i3.ypcdn.com/blob/0e7348822609eef45a911a3a0c7ef6a1a1f84ad0_240x260_crop.jpg,"Greg Gulso, DPM",https://www.yellowpages.com/bountiful-ut/mip/greg-gulso-dpm-12671948,US,UT,-111.86706,2021-11-20 03:26:26,Mo-Fr 09:00-17:00,,415 Medical Dr
2,91910,,Optical Goods/Contact Lenses/Eyeglasses/Optical Goods/Contact Lenses/Eyeglasses/Opticians/Optometrists/Sunglasses,Chula Vista,Home/CA/Chula Vista/Optical Goods/Sears Optical,5,32.62877,cliff@miracle-ear.com,http://www.searsoptical.com,58.0,"PostalAddress, US, 565 Broadway, Chula Vista, CA, 91910",(619) 420-8011,"master card, visa, amex, cash, check, discover, travelers checks, diners club, all major credit cards",,latitude: 32.62877 | longitude: -117.08847,https://i1.ypcdn.com/blob/753b2af2effb8e17d8d397c76b04586f105f3bd7_400x260_crop.jpg,Sears Optical,https://www.yellowpages.com/chula-vista-ca/mip/sears-optical-1760009,US,CA,-117.08847,2021-11-20 03:26:43,,Sears Holdings Corporation,565 Broadway
,28210,,Massage Therapists/Beauty Salons/Day Spas/Massage Therapists/Beauty Salons/Day Spas/Physical Therapists,Charlotte,Home/NC/Charlotte/Massage Services/Massage Therapists/Urban Essentials Massage,,35.145077,chris@urbanessentials.org,http://www.urbanessentials.org,10.0,"PostalAddress, US, Candlewood Dr, Charlotte, NC, 28210",(704) 891-3311,"amex, cash, discover, master card, visa",,latitude: 35.145077 | longitude: -80.87222,,Urban Essentials Massage,https://www.yellowpages.com/charlotte-nc/mip/urban-essentials-massage-472244240,US,NC,-80.87222,2021-11-20 03:26:56,,,Candlewood Dr
,75287,,"Hospitalization, Medical & Surgical Plans/Physicians & Surgeons, Family Medicine & General Practice/Hospitalization, Medical & Surgical Plans/Physicians & Surgeons, Family Medicine & General Practice",Dallas,Home/TX/Dallas/Health Insurance/Health Plans/Epic Health Services - Addison,,32.98918,eventinfo@epichealthservices.com,http://epichealthservices.com/location/addison,,"PostalAddress, US, 17480 Dallas Pkwy Ste 221, Dallas, TX, 75287",(214) 623-5900,,,latitude: 32.98918 | longitude: -96.82769,,Epic Health Services - Addison,https://www.yellowpages.com/dallas-tx/mip/epic-health-services-addison-473287718,US,TX,-96.82769,2021-11-20 03:27:42,,,17480 Dallas Pkwy Ste 221
,21229,,"Health Plans-Information & Referral Service/Medical Service Organizations/Physicians & Surgeons/Health Plans-Information & Referral Service/Medical Service Organizations/Physicians & Surgeons/Physicians & Surgeons, Family Medicine & General Practice",Baltimore,Home/MD/Baltimore/Health Insurance/Health Plans/National Pike Health Center,,39.28866,nphcinform@cs.com,http://www.nphcinc.com,23.0,"PostalAddress, US, 5411 Old Frederick Rd Ste 13, Baltimore, MD, 21229",(410) 744-8100,,,latitude: 39.28866 | longitude: -76.71837,,National Pike Health Center,https://www.yellowpages.com/baltimore-md/mip/national-pike-health-center-459357211,US,MD,-76.71837,2021-11-20 03:33:47,Mo-Fr 09:30-20:30,"National Pike Health Ctr~National Pike Health Center, Inc",5411 Old Frederick Rd Ste 13
,11102,Astoria OT is an outpatient occupational therapy practice owned and directed by olympia argyris. OTR/L. CHC. The occupational therapists will BE with YOU using hands on techniques throughout your treatment session.,Health & Fitness Program Consultants/Occupational Therapists/Pain Management/Health & Fitness Program Consultants/Occupational Therapists/Pain Management/Physical Therapy Clinics/Rehabilitation Services,Astoria,Home/NY/Astoria/Fitness Trainers/Health & Fitness Coaches/ASTORIA OCCUPATIONAL THERAPY,,40.7708,info@astoria-ot.com,http://www.astoria-ot.com,8.0,"PostalAddress, US, 2710 Astoria Blvd Ste 2710, Astoria, NY, 11102",(646) 801-6848,"debit, check, cash, all major credit cards, financing available, insurance",,latitude: 40.7708 | longitude: -73.92104,,ASTORIA OCCUPATIONAL THERAPY,https://www.yellowpages.com/astoria-ny/mip/astoria-occupational-therapy-499430289,US,NY,-73.92104,2021-11-20 03:34:04,Mo-Fr 10:00-19:00,,2710 Astoria Blvd Ste 2710
,37211,,Massage Therapists/Physical Therapists/Massage Therapists/Physical Therapists,Nashville,Home/TN/Nashville/Massage Services/Massage Therapists/Caro Batey,,36.07771,carol37076@aol.com,http://www.artlifestylecoach.com,,"PostalAddress, US, 203 Lucky Dr, Nashville, TN, 37211",(615) 485-4548,cash only,,latitude: 36.07771 | longitude: -86.70584,,Caro Batey,https://www.yellowpages.com/nashville-tn/mip/caro-batey-11900193,US,TN,-86.70584,2021-11-20 03:37:13,Mo-Sa 07:00-19:00,,203 Lucky Dr
,78232,,Optical Goods/Contact Lenses/Eyeglasses/Optical Goods/Contact Lenses/Eyeglasses/Optometrists/Optometry Equipment & Supplies,San Antonio,Home/TX/San Antonio/Optical Goods/Eyemazing Optical,,29.58858,eyemazingoptical@yahoo.com,http://eyemazingoptical.wix.com/eyemazingoptical,15.0,"PostalAddress, US, 16111 San Pedro Ave, San Antonio, TX, 78232",(210) 545-5755,"visa, mastercard",,latitude: 29.58858 | longitude: -98.47555,https://i4.ypcdn.com/blob/61aab0972e2568b59be9b85a6a2af74a3f2ee059_400x260_crop.jpg,Eyemazing Optical,https://www.yellowpages.com/san-antonio-tx/mip/eyemazing-optical-5530008,US,TX,-98.47555,2021-11-20 03:37:18,Mo-Th 09:30-18:00 | Fr-Sa 09:30-16:00,,16111 San Pedro Ave
2,64114,,Pathology Labs/Clinics/Medical Centers/Pathology Labs/Clinics/Medical Centers/Medical Labs/Physicians & Surgeons,Kansas City,Home/MO/Kansas City/Pathology Labs/Premier Imaging -  Wornall Office,5,38.94353,kmessier@encompassmed.com,http://www.premierimagingkc.com,17.0,"PostalAddress, US, 373 W 101st Ter, Kansas City, MO, 64114",(816) 941-1400,"all major credit cards, check",,latitude: 38.94353 | longitude: -94.59513,https://i3.ypcdn.com/blob/ae45f2884fca917f5f2b9ab6ca9bf09fb719dc3c_400x260_crop.jpg,Premier Imaging -  Wornall Office,https://www.yellowpages.com/kansas-city-mo/mip/premier-imaging-wornall-office-25304365,US,MO,-94.59513,2021-11-20 03:37:29,Mo-Fr 08:00-17:00,,373 W 101st Ter
4,63117,"Antoine Eye Care is the local eye doctor to see for all of your eye care needs in Richmond Heights, MO. As your local Richmond Heights optometrist, Antoine Eye Care can help diagnose, treat, and detect subtle changes in your eyes year over year. Come visit our offices at 2493 Saint Louis Galleria Richmond Heights, MO 63117 and let us help you see and look your best. Our doctors are here to provide the professional eye care near you, to guarantee you have the clearest vision. Call today to schedule an appointment for your annual eye exam.",Optical Goods/Eyeglasses/Optometrists/Optical Goods/Eyeglasses/Optometrists,Saint Louis,Home/MO/Saint Louis/Optical Goods/Antoine Eye Care,3,38.63342,antoineeyecare0831@eyeappts.com,https://local.lenscrafters.com/eyedoctors/mo/richmond-heights/2493-saint-louis-galleria.html?cid=yext_odLCOD0831-110000025&y_source=1_MjI4MDI5Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,30.0,"PostalAddress, US, 2493 Saint Louis Galleria # 2493, Saint Louis, MO, 63117",(314) 862-1525,"amex, cash, discover, visa, check, master card",,latitude: 38.63342 | longitude: -90.34971,https://i3.ypcdn.com/blob/06803f958c81564122d0faa119bc8e20c90df955_400x260_crop.jpg,Antoine Eye Care,https://www.yellowpages.com/saint-louis-mo/mip/antoine-eye-care-474229776,US,MO,-90.34971,2021-11-20 03:38:14,Mo-Sa 10:00-19:00 | Su 11:00-17:00,,2493 Saint Louis Galleria # 2493
,74120,,Medical Business Administration/Management Consultants/Physicians & Surgeons/Medical Business Administration/Management Consultants/Physicians & Surgeons,Tulsa,Home/OK/Tulsa/Medical Practice Consultants/Medical Business Administration/Fifth Avenue Healthcare Services,,36.14565,bradb@fifthservices.com,http://fifthservices.com,15.0,"PostalAddress, US, 1209 S Frankfort Ave, Tulsa, OK, 74120",(918) 392-7880,,,latitude: 36.14565 | longitude: -95.98055,,Fifth Avenue Healthcare Services,https://www.yellowpages.com/tulsa-ok/mip/fifth-avenue-healthcare-services-542674769,US,OK,-95.98055,2021-11-20 03:38:57,Mo-Fr 08:00-17:00,Fifth Avenue Physician Svc LLC~Fifth Avenue Physician Svc~Fifth Avenue Service~Fifth Avenue Physician Services LLC~Fifth Avenue Physician Services,1209 S Frankfort Ave
,44023,"McAuliffe R P is a Ophthalmologists company at Cleveland, Ohio, United States.",Optical Goods/Optical Goods Repair/Opticians/Optical Goods/Optical Goods Repair/Opticians/Optometrists,Chagrin Falls,Home/OH/Chagrin Falls/Optical Goods/McAuliffe R P Optcians,,41.38655,timnan@windstream.net,,75.0,"PostalAddress, US, 17747 Chillicothe Rd, Chagrin Falls, OH, 44023",(216) 370-3789,all major credit cards,,latitude: 41.38655 | longitude: -81.33871,https://i1.ypcdn.com/blob/2bdf7b83048dc58cec1ea8c5cbc7bcdc96fed85e_400x260_crop.jpg,McAuliffe R P Optcians,https://www.yellowpages.com/chagrin-falls-oh/mip/mcauliffe-r-p-optcians-458152809?lid=1001117666546,US,OH,-81.33871,2021-11-20 03:38:59,Mo-Fr 08:00-17:00,,17747 Chillicothe Rd
,40207,,Massage Therapists/Physical Therapists/Massage Therapists/Physical Therapists,Louisville,"Home/KY/Louisville/Massage Services/Massage Therapists/Brittney Lutz, LMT",,38.25133,B.Lutz@Live.com,,11.0,"PostalAddress, US, 119 S Sherrin Ave Ste 130, Louisville, KY, 40207",(502) 262-0204,"cash, check",,latitude: 38.25133 | longitude: -85.64804,,"Brittney Lutz, LMT",https://www.yellowpages.com/louisville-ky/mip/brittney-lutz-lmt-475978088,US,KY,-85.64804,2021-11-20 03:39:04,,,119 S Sherrin Ave Ste 130
,78702,I AM a certified life coach through the institute for life coach training. With specialized certifications in wellness coaching and body mind life coaching™. And AM certified to USE the wellness inventory. I AM Also a licensed massage therapist and AM in training toward the designation of somatic experiencing® practitioner; a BODY-CENTERED PSYCHOTHERAPY. MY unique blend of these varied modalities. ALL anchored in the integration of the whole person: body mind spirit. Allows for a holistic movement toward wellness and the discovery of your truest and most authentic self. AT the core of this process is expanded resilience through self care and self responsibility. I help individuals increase JOY. Creativity. And vitality in their work. Relationships. And activities by supporting the cultivation of a larger container to hold their experience of life. I believe in the power of taking many small steps. Over time. That result in radical change.,Massage Therapists/Physical Therapists/Massage Therapists/Physical Therapists,Austin,Home/TX/Austin/Massage Services/Massage Therapists/Integrate to Live,,30.2689,sarah@sarah-sherwood.com,http://sarah-sherwood.com,,"PostalAddress, US, 1210 Rosewood Ave, Austin, TX, 78702",(512) 296-4056,,,latitude: 30.2689 | longitude: -97.72649,,Integrate to Live,https://www.yellowpages.com/austin-tx/mip/integrate-to-live-506140415,US,TX,-97.72649,2021-11-20 03:39:21,,,1210 Rosewood Ave
21,90064,,Veterinarians/Dog Day Care/Physical Therapists/Veterinarians/Dog Day Care/Physical Therapists/Veterinary Specialty Services,Los Angeles,Home/CA/Los Angeles/Veterinarians/Two Hands Four Paws,5,34.03451,val@twohandsfourpaws.com,http://www.twohandsfourpaws.com,23.0,"PostalAddress, US, 2240 Federal Ave, Los Angeles, CA, 90064",(310) 475-8555,"all major credit cards, check, debit",,latitude: 34.03451 | longitude: -118.44475,https://i4.ypcdn.com/blob/9261bcb21e41c17f145421b4e1a50c136c1a8832_400x260_crop.jpg,Two Hands Four Paws,https://www.yellowpages.com/los-angeles-ca/mip/two-hands-four-paws-458096312,US,CA,-118.44475,2021-11-20 03:39:27,Mo-Sa 08:00-18:00,,2240 Federal Ave
11,80206,,Optical Goods/Optometrists/Optical Goods/Optometrists,Denver,Home/CO/Denver/Optical Goods/Europtics,3,39.71821,creek@europtics.net,http://europtics.net,38.0,"PostalAddress, US, 100 Fillmore Street, Denver, CO, 80206",(303) 321-3000,insurance,,latitude: 39.71821 | longitude: -104.95333,https://i4.ypcdn.com/blob/2571fd069a79091a9b4e4ff723b89ebc9cd79801_400x260_crop.jpg~https://i1.ypcdn.com/blob/e4c965d7638d1fdea4d615aa4d3a4e1d3dff3797_240x260_crop.jpg,Europtics,https://www.yellowpages.com/denver-co/mip/europtics-473394173,US,CO,-104.95333,2021-11-20 03:39:52,Mo-Fr 09:00-19:00 | Sa 10:00-18:00 | Su 12:00-17:00,Europtics - Cherry Creek North Optical~Europtics 2960,100 Fillmore Street
,10457,"Croom Boutique is more than a salon and spa, it is a wellness clinic. Having a Tricologist and Holistic Health Practitioner on staff providing customized treatment for hair, scalp, skin, and body. You are welcome to make an appointment to have a Health History and Hair Consultation with us to see how we can together promote good health habits and a better lifestyle for you and your family. 
 
","Skin Care/Beauty Salons/Cosmetics & Perfumes/Skin Care/Beauty Salons/Cosmetics & Perfumes/Day Spas/Medical Spas/Physicians & Surgeons, Dermatology",Bronx,Home/NY/Bronx/Skin Care/Croom Boutique Salon and Spa,,40.84554,morethanhair@croomboutique.com,http://www.croomboutique.com,47.0,"PostalAddress, US, 1960 Crotona Ave, Bronx, NY, 10457",(718) 299-0643,paypal,,latitude: 40.84554 | longitude: -73.89082,,Croom Boutique Salon and Spa,https://www.yellowpages.com/bronx-ny/mip/croom-boutique-salon-and-spa-5576838,US,NY,-73.89082,2021-11-20 03:40:09,Tu 09:00-19:00 | We 09:00-20:00 | Th-Fr 09:00-21:00 | Sa 09:00-19:00,Croom Boutique Salon & Spa~Croom Boutique Inc,1960 Crotona Ave
