State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
TX,457548,CAPROCK HOME HEALTH SERVICES INC,8806 UNIVERSITY AVENUE,LUBBOCK,79423,8067922660,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/09/1984,4,,4,,93,,4,,87,,4,,86,,4,,88,,88,,86,,22,
TX,457550,BLUEBONNET HOME HEALTH & HOSPICE COMPANY,807 WEST AVENUE,WELLINGTON,79095,8064472541,Local,Yes,Yes,No,No,No,Yes,03/09/1984,3,11,3,11,87,11,4,11,88,11,3,11,84,11,3,11,90,11,79,11,40,,45,
TX,457564,ABILENE HOME HEALTH PROFESSIONAL CARE INC,265 SOUTH LEGGETT DRIVE SUITE 1,ABILENE,79605,3256729454,Local,Yes,Yes,No,No,No,Yes,02/20/1984,Not Available,11,Not Available,11,94,11,Not Available,11,95,11,Not Available,11,95,11,Not Available,11,94,11,88,11,26,,47,
TX,457567,ROADRUNNER HOMECARE,200 S GOODNIGHT,CLARENDON,79226,8068740042,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/27/1983,4,11,3,11,89,11,5,11,92,11,4,11,86,11,3,11,87,11,89,11,44,,27,
TX,457575,DFW HOME HEALTH,1307 8TH AVE SUITE 305,FORT WORTH,76104,2148918700,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/05/1984,4,,4,,90,,5,,89,,4,,85,,3,,86,,81,,651,,25,
TX,457577,REAL HOME HEALTH CARE INC,301 LUCERO STREET,ALICE,78332,3616683158,Official Health Agency,Yes,Yes,Yes,Yes,Yes,No,02/01/1984,Not Available,9,Not Available,9,89,9,Not Available,9,84,9,Not Available,9,95,9,Not Available,9,76,9,83,9,10,,42,
TX,457579,HEREFORD REGIONAL MEDICAL CENTER HOME CARE,540 WEST 15TH STREET,HEREFORD,79045,8063642344,Hospital Based Program,Yes,Yes,Yes,Yes,No,Yes,01/31/1984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457582,CEDAR LAKE HOME HEALTH AND HOSPICE,104 SOUTH TERRY STREET,MALAKOFF,75148,9034892043,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/28/1983,5,,5,,93,,5,,88,,4,,86,,4,,93,,83,,87,,42,
TX,457586,MAYS HOME HEALTH OF PARIS TX LLC,385 STONE AVENUE,PARIS,75460,9037856297,Local,Yes,Yes,Yes,No,Yes,Yes,02/22/1984,4,,4,,91,,5,,89,,4,,90,,4,,89,,82,,291,,32,
TX,457590,KINDRED AT HOME,2007 S COULTER STREET,AMARILLO,79106,8063533601,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/14/1984,4,,4,,89,,5,,88,,4,,86,,4,,88,,80,,248,,34,
TX,457596,PERMIAN REGIONAL MEDICAL CENTER HOME HEALTH,1801 NE MUSTANG DRIVE,ANDREWS,79714,4325243637,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,04/03/1984,Not Available,"10,11",Not Available,"10,11",97,"10,11",Not Available,"10,11",93,"10,11",Not Available,"10,11",92,"10,11",Not Available,"10,11",92,"10,11",92,"10,11",21,,22,
TX,457634,MEMORIAL HOSPITAL HOME HEALTH AGENCY,1314 N SARAH DEWITT DRIVE,GONZALES,78629,8306729508,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,No,06/28/1984,4,11,3,11,86,11,5,11,90,11,3,11,84,11,4,11,90,11,84,11,56,,28,
TX,457640,OCHILTREE GENERAL HOSPITAL HOME HEALTH CARE DEPART,2309 S CEDAR,PERRYTON,79070,8064352122,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,05/22/1984,Not Available,11,Not Available,11,91,11,Not Available,11,83,11,Not Available,11,88,11,Not Available,11,81,11,86,11,37,,44,
TX,457645,CARE HOME HEALTH SERVICES,2003 AVENUE G,HONDO,78861,8304268888,Local,Yes,Yes,Yes,Yes,Yes,No,07/24/1984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457646,SHANNON HOME HEALTH SERVICES,2030 PULLIAM STREET SUITE 6,SAN ANGELO,76905,3256597480,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,07/25/1984,4,,4,,90,,4,,86,,4,,89,,4,,89,,88,,200,,30,
TX,457655,TMC HOME HEALTH,2600 N SAM RAYBURN FREEWAY SUITE 200,SHERMAN,75092,9034165500,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,08/22/1984,5,,5,,93,,4,,89,,5,,92,,4,,91,,93,,142,,23,
TX,457656,COGDELL HOME HEALTH AND HOSPICE,1700 COGDELL BLVD,SNYDER,79549,3255747340,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,04/24/1984,4,11,4,11,89,11,5,11,88,11,4,11,88,11,4,11,86,11,85,11,64,,30,
TX,457661,"JORDAN HEALTH SERVICES, A PART OF THE ELARA CARING",1 CHISOLM TRAIL SUITE 250,ROUND ROCK,78681,5127331515,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/07/1984,4,,4,,89,,4,,87,,4,,90,,4,,85,,79,,286,,33,
TX,457667,HEALTH AT HOME,14785 PRESTON RD STE 460,DALLAS,75254,2144246100,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/19/1984,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,77,11,Not Available,11,78,11,66,11,25,,17,
TX,457668,CORYELL MEMORIAL HOSPITAL HOME HEALTH CARE SERVICE,402 EAST MAIN STREET,GATESVILLE,76528,2548659233,Hospital Based Program,Yes,Yes,Yes,No,Yes,Yes,07/24/1984,4,11,4,11,90,11,5,11,90,11,3,11,84,11,4,11,89,11,82,11,54,,43,
TX,457688,GOODALL-WITCHER HOME HEALTH AGENCY,201 POSEY AVENUE,CLIFTON,76634,2546754101,Hospital Based Program,Yes,Yes,Yes,Yes,No,No,11/27/1984,4,11,4,11,93,11,5,11,89,11,2,11,79,11,4,11,89,11,75,11,54,,38,
TX,457691,CHRISTUS GOOD SHEPHERD,103 W LOOP 281 UNIT 480,LONGVIEW,75605,9033155525,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/27/1984,4,,4,,91,,5,,89,,4,,86,,3,,85,,82,,159,,26,
TX,457692,NORTHEAST MEDICAL CENTER HOMEHEALTH,2001 N CENTER ST,BONHAM,75418,9035833606,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/28/1984,5,,5,,96,,5,,91,,4,,87,,4,,88,,87,,123,,41,
TX,457696,CUERO COMMUNITY HOSPITAL HOME HEALTH AGENCY,615 NORTH ESPLANADE,CUERO,77954,3612758999,Hospital Based Program,Yes,Yes,Yes,Yes,No,Yes,10/10/1984,4,,4,,93,,5,,92,,4,,88,,4,,92,,76,,77,,35,
TX,457702,CARE PARTNERS @ HOME,2300 POOL ROAD STE 346,GRAPEVINE,76051,6822535310,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/12/1984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457709,WESLEYAN HOME HEALTH,2100 SCENIC DRIVE SUITE 140,GEORGETOWN,78626,5128695800,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/14/1985,3,,2,,83,,4,,83,,3,,81,,2,,80,,83,,132,,45,
TX,457719,COMMUNITY ACTION HOME HEALTH,1611 FM ROAD 300 SUITE A,LEVELLAND,79336,8068947872,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/10/1985,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457736,CHRISTUS ST MICHAEL HOME HEALTH ATLANTA,1007 SOUTH WILLIAM STREET,ATLANTA,75551,9037993100,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/07/1985,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457741,MEMORIAL HERMANN HOME HEALTH,11929 WEST AIRPORT BLVD SUITE 150,STAFFORD,77477,2813255600,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/12/1985,3,,3,,87,,3,,83,,3,,83,,3,,84,,76,,987,,22,
TX,457743,DIVERSIFIED HEALTH CARE SYSTEMS INC,6105 W OREM DR SUITE 100,HOUSTON,77085,7135263482,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/27/1985,2,11,1,11,83,11,3,11,86,11,1,11,69,11,2,11,77,11,69,11,56,,18,
TX,457754,ACCOLADE HOME CARE,1934 MEDI PARK DR,AMARILLO,79106,8063523900,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,03/28/1985,4,,4,,90,,4,,88,,4,,87,,3,,88,,87,,300,,35,
TX,457761,HENDRICK HOUSECALLS,1393 AMBLER STREET,ABILENE,79601,3256702490,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,05/14/1985,4,,4,,92,,5,,89,,4,,89,,4,,88,,86,,236,,33,
TX,457762,CALHOUN HOME HEALTH LLC,1300 N VIRGINIA STREET STE 111,PORT LAVACA,77979,3615526367,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,05/30/1985,5,,5,,97,,5,,92,,5,,92,,4,,91,,89,,86,,29,
TX,457773,BALLINGER HOME HEALTH INC,818 HUTCHINGS AVENUE,BALLINGER,76821,3253653889,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/13/1985,4,,5,,91,,5,,87,,4,,85,,3,,88,,82,,74,,34,
TX,457777,CHRISTUS VNA HOMECARE SAN ANTONIO,4241 WOODCOCK DRIVE SUITE #A 100,SAN ANTONIO,78228,2107855200,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/02/1985,3,,3,,86,,4,,85,,3,,84,,2,,78,,71,,252,,28,
TX,457786,ANGELS CARE HOME HEALTH,106 S WASHBURN ST,DECATUR,76234,9406276888,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/02/1985,4,,4,,91,,5,,89,,4,,89,,4,,88,,89,,213,,31,
TX,457789,ENCOMPASS HEALTH HOME HEALTH,780 NORTH WATTERS ROAD SUITE 160,ALLEN,75013,2143839880,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/06/1985,4,,4,,89,,5,,87,,4,,86,,3,,82,,76,,325,,28,
TX,457800,NOBLECARE HOME HEALTH SERVICES INC,629 WEST CENTERVILLE ROAD SUITE 208,GARLAND,75041,9722788700,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/27/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457802,FERRELL HOMECARE LLC,712 NORTH HAMPTON ROAD SUITE 140,DESOTO,75115,9722744049,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/22/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457803,ABUNDANT HOME HEALTH LLC,1201 N. WATSON ROAD SUITE 130,ARLINGTON,76006,8176333152,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/19/2005,3,,3,,90,,3,,81,,2,,75,,2,,79,,76,,152,,23,
TX,457804,LIFELINE HEALTHCARE SERVICES INC,2600 K AVENUE SUITE 101,PLANO,75074,9724238500,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/29/2005,Not Available,11,Not Available,11,80,11,Not Available,11,67,11,Not Available,11,65,11,Not Available,11,72,11,57,11,24,,35,
TX,457808,GLORIOUS HOME HEALTH CARE INC,329 OAKS TRAIL  ENTRANCE A SUITE 95,GARLAND,75043,2146074027,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/02/2005,Not Available,11,Not Available,11,96,11,Not Available,11,88,11,Not Available,11,94,11,Not Available,11,97,11,86,11,24,,33,
TX,457809,MAXIMACARE LLC,3740 N JOSEY LANE STE 100-A,CARROLLTON,75007,9724711111,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/03/2005,4,11,4,11,90,11,5,11,90,11,4,11,87,11,4,11,92,11,87,11,46,,24,
TX,457811,CANDID HOME HEALTH CARE SERVICES,8500 NORTH STEMMONS FREEWAY SUITE 2065,DALLAS,75247,2148790343,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/02/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457812,HOME HEALTH PROFESSIONALS DALLAS,8150 N CENTRAL EXPRESSWAY # M2030,DALLAS,75206,2143681100,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/29/2005,4,,4,,92,,5,,93,,4,,87,,4,,92,,85,,204,,43,
TX,457815,JOINT HEALTH CARE SERVICES INC,2600 SOUTH LOOP WEST SUITE 560,HOUSTON,77054,7135928955,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/29/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457817,DELTA HOME HEALTH CARE,10211 GARLAND ROAD,DALLAS,75218,2146600685,Local,Yes,Yes,Yes,Yes,Yes,No,05/10/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457818,HEALTHCARE RESOURCES,2225 E RANDOL MILL ROAD SUITE 400,ARLINGTON,76011,8176332273,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,05/04/2005,4,,3,,86,,3,,83,,4,,90,,4,,91,,88,,71,,25,
TX,457821,ACCOLADE HOME CARE,1111 INTERSTATE 35 N #204,ROUND ROCK,78664,5122386000,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/26/2005,3,,4,,90,,3,,84,,3,,81,,3,,82,,86,,122,,17,
TX,457822,ESSENTIAL HOME HEALTH,2501 BAYLOR SUITE 100,LUBBOCK,79415,8067474229,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/20/2005,5,11,5,11,92,11,5,11,87,11,5,11,93,11,4,11,93,11,81,11,48,,29,
TX,457823,TOTAL PATIENT CARE HOME HEALTH,331 MELROSE DRIVE SUITE 150,RICHARDSON,75080,2145477496,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/13/2005,2,,1,,83,,2,,79,,2,,76,,1,,73,,67,,246,,25,
TX,457824,SABINE NECHES HOME HEALTH,150 LAMESA DR,BRIDGE CITY,77611,4097353757,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/04/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457828,NURTURING HOME HEALTHCARE AGENCY  INC,7106 SHERMAN RIDGE LANE,HOUSTON,77083,2819800881,Local,Yes,Yes,No,Yes,Yes,Yes,05/26/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457831,CHARISMA HOME HEALTHCARE,415 WEAVER STREET,CEDAR HILL,75104,4694546826,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/04/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457833,PARADIGM HOMECARE,777 S BROADWAY AVENUE SUITE 200,TYLER,75701,9035811223,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/24/2005,4,,4,,92,,5,,89,,3,,82,,4,,89,,87,,378,,36,
TX,457834,ENCOMPASS HOME HEALTH OF EAST TEXAS,407 E METHVIN ST SUITE 300A,LONGVIEW,75601,9036802220,Local,Yes,Yes,Yes,Yes,Yes,No,05/25/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457837,FIRST IN CARE HOME HEALTH,509 SOUTH WASHINGTON AVENUE STE 140,CLEVELAND,77327,2819407365,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/03/2005,3,,4,,90,,3,,81,,3,,83,,3,,86,,79,,85,,45,
TX,457841,CHILDRENS HOME HEALTHCARE OF AMARILLO,1612 S VAN BUREN STREET,AMARILLO,79102,8063676612,Local,Yes,No,No,No,No,Yes,06/15/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457842,VITAL CARE HOME HEALTH,11204 MONTWOOD,EL PASO,79936,9155954804,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,06/13/2005,Not Available,11,Not Available,11,98,11,Not Available,11,97,11,Not Available,11,94,11,Not Available,11,96,11,98,11,35,,43,
TX,457843,ANEW HEALTHCARE INC,4606 CENTERVIEW DR #223,SAN ANTONIO,78228,2103590240,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/10/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457847,WORLD HEALTH SERVICES INC,6300 HILLCROFT #620,HOUSTON,77081,7135410651,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/21/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457848,ABSOLUTELY ANGELS INC,770 S HWY 377 STE 208,PILOT POINT,76258,9406860324,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/21/2005,4,11,4,11,91,11,5,11,89,11,4,11,85,11,3,11,78,11,93,11,56,,42,
TX,457849,ALFRED HEALTHCARE SERVICES  INC.,1601 E LAMAR BLVD SUITE 117,ARLINGTON,76011,8175488500,Local,Yes,Yes,Yes,Yes,No,Yes,06/07/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457852,A MED HOME HEALTH,2300 HIGHWAY 365 SUITE 560,NEDERLAND,77627,4097190111,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/30/2005,2,,2,,84,,3,,84,,2,,75,,2,,77,,73,,128,,26,
TX,457854,COMMUNITY HEALTHCARE SERVICES,513 PHIL HANSEN DR,CANUTILLO,79835,9155879994,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/27/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457855,BAYLOR INSTITUTE FOR REHABILITATION HOME HEALTH SE,1241 CROSS TIMBERS ROAD,FLOWER MOUND,75028,9726913131,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/28/2005,4,,4,,91,,5,,92,,3,,83,,4,,90,,84,,666,,32,
TX,457858,ESSENTIAL HOME CARE INC,6112 N 10TH STREET SUITE 1F,MCALLEN,78504,9566830505,Official Health Agency,Yes,Yes,Yes,Yes,Yes,No,06/14/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457860,OPTIMAL COMMUNITY SUPPORT SERVICES,3003 SOUTH LOOP WEST SUITE 330,HOUSTON,77054,7136690299,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/07/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457861,RAPHA HOME HEALTH CARE INC,7708 PARK VISTA DRIVE,HOUSTON,77072,8324516162,Local,Yes,Yes,Yes,No,No,No,06/30/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457862,GRACES TLC HOME INC,"4501 CARTWRIGHT ROAD, SUITE #504",MISSOURI CITY,77459,2814990705,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/11/2005,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,4,,15,
TX,457864,PLATINUM HOME HEALTH INC,140 S COLLEGIATE DR,PARIS,75460,9037398070,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/19/2005,5,,5,,93,,5,,91,,4,,85,,5,,93,,94,,149,,44,
TX,457865,SALDIVAR HOME HEALTH INC,618 BLUEBONNET ST,ALICE,78332,3613961204,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,07/27/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457867,NORTH HOME HEALTHCARE LLC,11104 W AIRPORT BLVD SUITE 115,STAFFORD,77477,2815656525,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/26/2005,Not Available,11,Not Available,11,88,11,Not Available,11,76,11,Not Available,11,93,11,Not Available,11,80,11,55,11,35,,40,
TX,457869,TRADITIONAL HEALTHCARE SERVICES,918 N DALLAS AVE,LANCASTER,75146,9722182272,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/10/2005,Not Available,9,Not Available,9,79,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,56,9,54,9,2,,20,
TX,457871,BELLCOA HOME HEALTH SERVICE  INC,7801 N LAMAR BLVD SUITE D-79,AUSTIN,78752,5125339990,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/12/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457872,NEW HEIGHTS HEALTHCARE AGENCY,1341 W. MOCKINGBIRD LANE  SUITE 500 W,DALLAS,75247,2146312232,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/10/2005,Not Available,11,Not Available,11,81,11,Not Available,11,74,11,Not Available,11,84,11,Not Available,11,83,11,69,11,17,,13,
TX,457873,UNITED HOME CARE,313 E. 1ST STREET,ALICE,78332,3616648908,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,08/16/2005,5,11,5,11,93,11,5,11,91,11,4,11,88,11,5,11,96,11,87,11,60,,23,
TX,457874,HEALTH SOLUTIONS HOME HEALTH,2300 GREEN OAK DR STE # 900,KINGWOOD,77339,2813610715,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,07/21/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457875,PROFICIENT HOME HEALTH CARE SERVICES INC,4224 WOODBLUFF DR,MESQUITE,75150,9722641043,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/22/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457877,TRADITIONS HEALTH CARE,1862 ROCK PRAIRIE RD SUITE 202,COLLEGE STATION,77845,9798225511,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/11/2005,5,,5,,92,,5,,91,,4,,85,,4,,90,,88,,244,,33,
TX,457878,MARSHALL HOMECARE AND HOSPICE,111 E BURLESON,MARSHALL,75670,9039238154,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/09/2005,5,11,5,11,95,11,5,11,96,11,4,11,90,11,4,11,90,11,55,11,55,,35,
TX,457881,NEW MISSION HOME CARE,12708 ALAMEDA AVE,CLINT,79836,9158519200,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/18/2005,2,,2,,85,,2,,78,,2,,76,,2,,78,,74,,203,,23,
TX,457882,JORDAN HEALTH SERVICES,2040 N LOOP 336 WEST SUITE 302,CONROE,77304,9365399846,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/22/2005,3,11,3,11,86,11,3,11,81,11,3,11,80,11,2,11,78,11,64,11,67,,24,
TX,457884,PULSE HOMECARE,10485 EASTEX FWY UNIT C,BEAUMONT,77708,4092128880,Local,Yes,Yes,No,Yes,Yes,Yes,08/10/2005,4,,4,,91,,5,,89,,5,,92,,3,,82,,79,,136,,28,
TX,457888,CHRYSOLYTE HEALTH SERVICES,9050 COOK RD SUTIE 112,HOUSTON,77099,7137749300,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/21/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
TX,457890,A HEALING TOUCH HOME HEALTH,2900 N TEXAS SUITE 101,WESLACO,78596,9564471803,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/15/2005,3,11,3,11,87,11,4,11,86,11,2,11,75,11,3,11,85,11,71,11,50,,22,
TX,457891,PATIENCE HOME HEALTH CARE,12270 CIMARRON PATH STE 134,SAN ANTONIO,78249,2103404445,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,09/27/2005,3,11,2,11,82,11,4,11,85,11,3,11,80,11,2,11,72,11,68,11,64,,30,
TX,457892,CARTER HEALTHCARE,7600 CHEVY CHASE DRIVE BLDG 2 SUITE 300,AUSTIN,78752,8306254837,Local,Yes,Yes,Yes,Yes,Yes,No,09/22/2005,Not Available,11,Not Available,11,90,11,Not Available,11,95,11,Not Available,11,87,11,Not Available,11,87,11,72,11,20,,28,
TX,457893,RENEW HOME HEALTH,1021 WASHINGTON AVE,FORT WORTH,76104,8179216400,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/03/2005,4,,4,,92,,5,,91,,4,,87,,4,,88,,89,,341,,29,
