subject,modeldate,party,very_estimate,somewhat_estimate,not_very_estimate,not_at_all_estimate,timestamp
concern-economy,2020-16-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-16-10 19:05
concern-infected,2020-16-10,all,31.131314,35.209926,18.859822,11.816402,2020-16-10 19:05
concern-economy,2020-15-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-15-10 22:40
concern-infected,2020-15-10,all,31.131314,35.209926,18.859822,11.816402,2020-15-10 22:40
concern-economy,2020-14-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-14-10 21:45
concern-infected,2020-14-10,all,31.131314,35.209926,18.859822,11.816402,2020-14-10 21:45
concern-economy,2020-13-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-13-10 22:15
concern-infected,2020-13-10,all,31.415529,34.926933,18.793971,11.768216,2020-13-10 22:15
concern-economy,2020-12-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-13-10 07:30
concern-infected,2020-12-10,all,31.628771,34.614503,18.989882,11.609773,2020-13-10 07:30
concern-economy,2020-11-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-11-10 07:25
concern-infected,2020-11-10,all,31.628771,34.614503,18.989882,11.609773,2020-11-10 07:25
concern-economy,2020-10-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-10-10 18:35
concern-infected,2020-10-10,all,31.552346,34.211756,20.375157,12.003188,2020-10-10 18:35
concern-economy,2020-09-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-09-10 11:45
concern-infected,2020-09-10,all,31.552346,34.211756,20.375157,12.003188,2020-09-10 11:45
concern-economy,2020-08-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-08-10 09:25
concern-infected,2020-08-10,all,31.552346,34.211756,20.375157,12.003188,2020-08-10 09:25
concern-economy,2020-07-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-07-10 18:10
concern-infected,2020-07-10,all,31.552346,34.211756,20.375157,12.003188,2020-07-10 18:10
concern-economy,2020-06-10,all,52.675834,33.260242,9.0996167,3.3079099,2020-06-10 09:35
concern-infected,2020-06-10,all,31.552346,34.211756,20.375157,12.003188,2020-06-10 09:35
concern-economy,2020-05-10,all,52.331479,33.370149,9.1471972,3.325759,2020-05-10 18:45
concern-infected,2020-05-10,all,31.552346,34.211756,20.375157,12.003188,2020-05-10 18:45
concern-economy,2020-04-10,all,52.331479,33.370149,9.1471972,3.325759,2020-04-10 18:55
concern-infected,2020-04-10,all,31.552346,34.211756,20.375157,12.003188,2020-04-10 18:55
concern-economy,2020-03-10,all,52.331479,33.370149,9.1471972,3.325759,2020-03-10 14:00
concern-infected,2020-03-10,all,31.811273,33.744025,20.417944,12.016534,2020-03-10 14:00
concern-economy,2020-02-10,all,52.520828,33.168479,9.139118,3.1802554,2020-02-10 18:35
concern-infected,2020-02-10,all,31.811273,33.744025,20.417944,12.016534,2020-02-10 18:35
concern-economy,2020-01-10,all,52.522995,33.14349,9.1256789,3.2418978,2020-01-10 20:10
concern-infected,2020-01-10,all,31.811273,33.744025,20.417944,12.016534,2020-01-10 20:10
concern-economy,2020-30-09,all,52.522995,33.14349,9.1256789,3.2418978,2020-30-09 19:15
concern-infected,2020-30-09,all,31.811273,33.744025,20.417944,12.016534,2020-30-09 19:15
concern-economy,2020-29-09,all,52.571008,32.929559,8.8859908,3.5539277,2020-29-09 07:55
concern-infected,2020-29-09,all,31.505751,33.895451,19.898893,12.507722,2020-29-09 07:55
concern-economy,2020-28-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-28-09 11:05
concern-infected,2020-28-09,all,31.505751,33.895451,19.898893,12.507722,2020-28-09 11:05
concern-economy,2020-27-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-27-09 16:20
concern-infected,2020-27-09,all,31.505751,33.895451,19.898893,12.507722,2020-27-09 16:20
concern-economy,2020-26-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-27-09 01:00
concern-infected,2020-26-09,all,31.547757,34.212152,20.698913,12.217178,2020-27-09 01:00
concern-economy,2020-25-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-25-09 22:35
concern-infected,2020-25-09,all,31.547757,34.212152,20.698913,12.217178,2020-25-09 22:35
concern-economy,2020-24-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-24-09 13:55
concern-infected,2020-24-09,all,31.547757,34.212152,20.698913,12.217178,2020-24-09 13:55
concern-economy,2020-23-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-23-09 18:40
concern-infected,2020-23-09,all,31.888428,33.837774,20.814029,12.136689,2020-23-09 18:40
concern-economy,2020-22-09,all,52.497756,32.989919,8.9423081,3.5873557,2020-22-09 20:00
concern-infected,2020-22-09,all,32.073641,33.943077,20.641749,12.093769,2020-22-09 20:00
concern-economy,2020-21-09,all,52.836267,32.580642,8.6767362,3.6155168,2020-21-09 20:55
concern-infected,2020-21-09,all,32.073641,33.943077,20.641749,12.093769,2020-21-09 20:55
concern-economy,2020-20-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-20-09 09:05
concern-infected,2020-20-09,all,32.385982,33.833732,20.636686,11.998265,2020-20-09 09:05
concern-economy,2020-19-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-20-09 07:10
concern-infected,2020-19-09,all,32.385982,33.833732,20.636686,11.998265,2020-20-09 07:10
concern-economy,2020-18-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-18-09 16:20
concern-infected,2020-18-09,all,32.593159,33.446018,20.683915,12.013182,2020-18-09 16:20
concern-economy,2020-17-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-17-09 15:25
concern-infected,2020-17-09,all,32.537436,33.48107,20.580611,12.143346,2020-17-09 15:25
concern-economy,2020-16-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-16-09 16:40
concern-infected,2020-16-09,all,32.446882,33.714601,20.092113,12.358126,2020-16-09 16:40
concern-economy,2020-15-09,all,52.590802,32.532917,8.9893069,3.7925095,2020-15-09 20:20
concern-infected,2020-15-09,all,32.809123,33.633082,19.728325,12.317041,2020-15-09 20:20
concern-economy,2020-14-09,all,52.784365,32.194474,9.1529559,3.569649,2020-14-09 18:30
concern-infected,2020-14-09,all,32.809123,33.633082,19.728325,12.317041,2020-14-09 18:30
concern-economy,2020-13-09,all,53.075169,32.312361,9.2711338,3.5150058,2020-13-09 09:05
concern-infected,2020-13-09,all,32.829021,33.72555,19.7095,12.273438,2020-13-09 09:05
concern-economy,2020-12-09,all,53.075169,32.312361,9.2711338,3.5150058,2020-12-09 16:30
concern-infected,2020-12-09,all,32.829021,33.72555,19.7095,12.273438,2020-12-09 16:30
concern-economy,2020-11-09,all,53.075169,32.312361,9.2711338,3.5150058,2020-12-09 16:15
concern-infected,2020-11-09,all,33.509382,33.420302,19.459141,12.202169,2020-12-09 16:15
concern-economy,2020-10-09,all,53.075169,32.312361,9.2711338,3.5150058,2020-10-09 13:05
concern-infected,2020-10-09,all,33.509382,33.420302,19.459141,12.202169,2020-10-09 13:05
concern-economy,2020-09-09,all,53.075169,32.312361,9.2711338,3.5150058,2020-09-09 18:05
concern-infected,2020-09-09,all,35.139651,32.943974,18.5671,12.010697,2020-09-09 18:05
concern-economy,2020-08-09,all,53.926919,31.925419,8.9613115,3.772266,2020-08-09 19:05
concern-infected,2020-08-09,all,33.628739,33.938863,19.112168,11.905256,2020-08-09 19:05
concern-economy,2020-07-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-07-09 11:05
concern-infected,2020-07-09,all,33.754825,33.911942,19.134792,11.768122,2020-07-09 11:05
concern-infected,2020-06-09,all,33.754825,33.911942,19.134792,11.768122,2020-06-09 10:40
concern-economy,2020-06-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-06-09 10:40
concern-economy,2020-05-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-06-09 10:40
concern-infected,2020-05-09,all,33.754825,33.911942,19.134792,11.768122,2020-06-09 10:40
concern-economy,2020-04-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-04-09 18:25
concern-infected,2020-04-09,all,33.60439,33.791725,19.17646,11.856495,2020-04-09 18:25
concern-economy,2020-03-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-03-09 22:55
concern-infected,2020-03-09,all,33.77779,33.71067,18.800373,11.914924,2020-03-09 22:55
concern-economy,2020-02-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-02-09 16:45
concern-infected,2020-02-09,all,33.91514,33.780712,18.396446,11.986626,2020-02-09 16:45
concern-economy,2020-01-09,all,54.287718,31.656493,8.8444832,3.9260174,2020-01-09 20:00
concern-infected,2020-01-09,all,34.085894,33.680443,17.955919,11.874327,2020-01-09 20:00
concern-economy,2020-31-08,all,54.992639,31.478875,8.4646015,3.3029541,2020-31-08 20:50
concern-infected,2020-31-08,all,34.289486,33.69208,17.795104,11.761939,2020-31-08 20:50
concern-economy,2020-30-08,all,55.523735,31.144067,8.4626365,3.221631,2020-30-08 07:40
concern-infected,2020-30-08,all,34.052401,33.797673,17.862409,11.879649,2020-30-08 07:40
concern-economy,2020-29-08,all,55.523735,31.144067,8.4626365,3.221631,2020-29-08 13:40
concern-infected,2020-29-08,all,34.052401,33.797673,17.862409,11.879649,2020-29-08 13:40
concern-economy,2020-28-08,all,55.523735,31.144067,8.4626365,3.221631,2020-28-08 06:10
concern-infected,2020-28-08,all,34.052401,33.797673,17.862409,11.879649,2020-28-08 06:10
concern-economy,2020-27-08,all,55.523735,31.144067,8.4626365,3.221631,2020-27-08 12:55
concern-infected,2020-27-08,all,34.052401,33.797673,17.862409,11.879649,2020-27-08 12:55
concern-economy,2020-26-08,all,55.523735,31.144067,8.4626365,3.221631,2020-26-08 20:45
concern-infected,2020-26-08,all,34.052401,33.797673,17.862409,11.879649,2020-26-08 20:45
concern-economy,2020-25-08,all,55.490277,31.391025,8.1540056,3.2244163,2020-25-08 16:20
concern-infected,2020-25-08,all,34.685538,33.753971,17.346358,11.707437,2020-25-08 16:20
concern-economy,2020-24-08,all,56.038485,30.918777,8.0052429,3.1454427,2020-24-08 17:40
concern-infected,2020-24-08,all,34.685538,33.753971,17.346358,11.707437,2020-24-08 17:40
concern-economy,2020-23-08,all,56.553667,30.840767,8.0081169,3.0171872,2020-23-08 10:40
concern-infected,2020-23-08,all,34.633147,34.00659,17.281041,11.613734,2020-23-08 10:40
concern-economy,2020-22-08,all,56.553667,30.840767,8.0081169,3.0171872,2020-23-08 10:40
concern-infected,2020-22-08,all,34.633147,34.00659,17.281041,11.613734,2020-23-08 10:40
concern-economy,2020-21-08,all,56.553667,30.840767,8.0081169,3.0171872,2020-21-08 19:25
concern-infected,2020-21-08,all,34.544605,34.068325,17.260566,11.516702,2020-21-08 19:25
concern-economy,2020-20-08,all,56.553667,30.840767,8.0081169,3.0171872,2020-20-08 13:00
concern-infected,2020-20-08,all,34.235002,33.454098,17.796073,12.010591,2020-20-08 13:00
concern-economy,2020-19-08,all,56.552666,30.7162,8.0680151,3.0216456,2020-19-08 17:00
concern-infected,2020-19-08,all,34.235002,33.454098,17.796073,12.010591,2020-19-08 17:00
concern-economy,2020-18-08,all,56.552666,30.7162,8.0680151,3.0216456,2020-18-08 19:50
concern-infected,2020-18-08,all,34.677532,33.414584,17.534226,11.746447,2020-18-08 19:50
concern-economy,2020-17-08,all,57.24885,29.807124,8.5189605,2.8884457,2020-17-08 22:45
concern-infected,2020-17-08,all,34.677532,33.414584,17.534226,11.746447,2020-17-08 22:45
concern-infected,2020-16-08,all,35.469771,33.208395,18.564398,11.354209,2020-16-08 09:05
concern-economy,2020-16-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-16-08 09:05
concern-economy,2020-15-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-16-08 09:05
concern-infected,2020-15-08,all,35.469771,33.208395,18.564398,11.354209,2020-16-08 09:05
concern-economy,2020-14-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-14-08 09:05
concern-infected,2020-14-08,all,35.469771,33.208395,18.564398,11.354209,2020-14-08 09:05
concern-economy,2020-13-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-13-08 18:45
concern-infected,2020-13-08,all,35.597263,33.380997,18.581767,11.058234,2020-13-08 18:45
concern-economy,2020-12-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-12-08 16:05
concern-infected,2020-12-08,all,35.455648,34.217724,17.850494,10.72564,2020-12-08 16:05
concern-economy,2020-11-08,all,56.973458,30.236948,8.6181157,2.9179429,2020-11-08 16:55
concern-infected,2020-11-08,all,35.635448,34.002272,17.771062,10.65254,2020-11-08 16:55
concern-economy,2020-10-08,all,56.458081,30.566238,8.8771685,2.7863659,2020-10-08 13:25
concern-infected,2020-10-08,all,35.635448,34.002272,17.771062,10.65254,2020-10-08 13:25
concern-economy,2020-09-08,all,56.458081,30.566238,8.8771685,2.7863659,2020-10-08 10:35
concern-infected,2020-09-08,all,35.635448,34.002272,17.771062,10.65254,2020-10-08 10:35
concern-economy,2020-08-08,all,56.458081,30.566238,8.8771685,2.7863659,2020-10-08 10:35
concern-infected,2020-08-08,all,35.635448,34.002272,17.771062,10.65254,2020-10-08 10:35
concern-economy,2020-07-08,all,56.458081,30.566238,8.8771685,2.7863659,2020-07-08 14:00
concern-infected,2020-07-08,all,35.635448,34.002272,17.771062,10.65254,2020-07-08 14:00
concern-economy,2020-06-08,all,56.458081,30.566238,8.8771685,2.7863659,2020-06-08 20:50
concern-infected,2020-06-08,all,35.635448,34.002272,17.771062,10.65254,2020-06-08 20:50
concern-economy,2020-05-08,all,57.432268,30.246172,8.2188982,2.7400271,2020-05-08 18:45
concern-infected,2020-05-08,all,35.513543,33.841901,17.799573,10.833534,2020-05-08 18:45
concern-economy,2020-04-08,all,57.843765,29.88125,8.1640783,2.6719312,2020-04-08 20:05
concern-infected,2020-04-08,all,36.019952,33.558322,17.55013,10.726149,2020-04-08 20:05
concern-economy,2020-03-08,all,56.326407,30.929715,8.6675419,2.4230166,2020-04-08 06:35
concern-infected,2020-03-08,all,35.729273,33.829106,17.660758,10.753067,2020-04-08 06:35
concern-infected,2020-02-08,all,35.729273,33.829106,17.660758,10.753067,2020-04-08 06:35
concern-economy,2020-02-08,all,56.326407,30.929715,8.6675419,2.4230166,2020-04-08 06:35
concern-economy,2020-01-08,all,56.326407,30.929715,8.6675419,2.4230166,2020-04-08 06:35
concern-infected,2020-01-08,all,35.729273,33.829106,17.660758,10.753067,2020-04-08 06:35
concern-economy,2020-31-07,all,56.326407,30.929715,8.6675419,2.4230166,2020-31-07 12:50
concern-infected,2020-31-07,all,35.729273,33.829106,17.660758,10.753067,2020-31-07 12:50
concern-economy,2020-30-07,all,56.326407,30.929715,8.6675419,2.4230166,2020-30-07 13:25
concern-infected,2020-30-07,all,35.864029,33.797345,17.508635,10.826174,2020-30-07 13:25
concern-economy,2020-29-07,all,56.898031,30.75011,8.2289191,2.3664609,2020-29-07 19:00
concern-infected,2020-29-07,all,35.864029,33.797345,17.508635,10.826174,2020-29-07 19:00
concern-economy,2020-28-07,all,57.196281,30.743239,8.2376829,2.3664706,2020-28-07 07:10
concern-infected,2020-28-07,all,37.016225,33.620653,16.658386,10.707426,2020-28-07 07:10
concern-economy,2020-27-07,all,56.20501,31.191064,8.3734775,2.5846819,2020-27-07 14:50
concern-infected,2020-27-07,all,37.117728,33.602459,16.7416,10.607111,2020-27-07 14:50
concern-infected,2020-26-07,all,37.117728,33.602459,16.7416,10.607111,2020-26-07 09:40
concern-economy,2020-26-07,all,56.009345,31.06933,8.5087558,2.5892226,2020-26-07 09:40
concern-economy,2020-25-07,all,56.009345,31.06933,8.5087558,2.5892226,2020-26-07 09:40
concern-infected,2020-25-07,all,37.117728,33.602459,16.7416,10.607111,2020-26-07 09:40
concern-economy,2020-24-07,all,56.009345,31.06933,8.5087558,2.5892226,2020-24-07 17:40
concern-infected,2020-24-07,all,36.886125,33.528251,16.92323,10.577593,2020-24-07 17:40
concern-economy,2020-23-07,all,55.690561,31.393354,8.6488912,2.6793492,2020-23-07 17:00
concern-infected,2020-23-07,all,37.389104,33.193515,16.394752,10.833699,2020-23-07 17:00
concern-economy,2020-22-07,all,54.813215,31.750249,8.9203513,2.927727,2020-22-07 14:30
concern-infected,2020-22-07,all,35.968375,33.395255,17.260222,11.069081,2020-22-07 14:30
concern-economy,2020-21-07,all,54.83324,31.800029,8.5476582,3.1965934,2020-21-07 22:05
concern-infected,2020-21-07,all,35.935889,33.244414,17.016282,11.289044,2020-21-07 22:05
concern-economy,2020-20-07,all,54.333817,32.088064,8.7507963,3.3477779,2020-20-07 18:45
concern-infected,2020-20-07,all,36.09616,33.260848,17.026398,11.145916,2020-20-07 18:45
concern-infected,2020-19-07,all,35.639723,33.431771,17.276306,11.295858,2020-19-07 09:05
concern-economy,2020-19-07,all,54.333817,32.088064,8.7507963,3.3477779,2020-19-07 09:05
concern-economy,2020-18-07,all,54.333817,32.088064,8.7507963,3.3477779,2020-19-07 09:05
concern-infected,2020-18-07,all,35.639723,33.431771,17.276306,11.295858,2020-19-07 09:05
concern-economy,2020-17-07,all,54.333817,32.088064,8.7507963,3.3477779,2020-17-07 18:50
concern-infected,2020-17-07,all,35.639723,33.431771,17.276306,11.295858,2020-17-07 18:50
concern-economy,2020-16-07,all,54.333817,32.088064,8.7507963,3.3477779,2020-16-07 16:40
concern-infected,2020-16-07,all,34.565088,33.9529,18.133767,11.866981,2020-16-07 16:40
concern-economy,2020-15-07,all,54.499124,31.830571,8.7611223,3.3881283,2020-15-07 17:10
concern-infected,2020-15-07,all,33.916076,34.116913,18.419405,12.011495,2020-15-07 17:10
concern-economy,2020-14-07,all,54.499124,31.830571,8.7611223,3.3881283,2020-14-07 19:00
concern-infected,2020-14-07,all,31.591565,34.531769,19.027843,12.835306,2020-14-07 19:00
concern-economy,2020-13-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-13-07 16:45
concern-infected,2020-13-07,all,31.631132,34.547542,19.070344,12.784077,2020-13-07 16:45
concern-infected,2020-12-07,all,31.128285,34.707424,19.327142,12.890865,2020-13-07 16:35
concern-economy,2020-12-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-13-07 16:35
concern-economy,2020-11-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-13-07 16:35
concern-infected,2020-11-07,all,31.128285,34.707424,19.327142,12.890865,2020-13-07 16:35
concern-economy,2020-10-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-10-07 10:15
concern-infected,2020-10-07,all,31.128285,34.707424,19.327142,12.890865,2020-10-07 10:15
concern-economy,2020-09-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-10-07 00:25
concern-infected,2020-09-07,all,30.777769,34.742491,19.548932,12.996663,2020-10-07 00:25
concern-economy,2020-08-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-08-07 17:05
concern-infected,2020-08-07,all,30.777769,34.742491,19.548932,12.996663,2020-08-07 17:05
concern-economy,2020-07-07,all,55.379466,31.115491,8.8337269,3.2460752,2020-07-07 20:15
concern-infected,2020-07-07,all,31.064142,34.661363,19.202494,12.934868,2020-07-07 20:15
concern-infected,2020-06-07,all,30.795733,34.738095,19.411109,13.040988,2020-07-07 06:50
concern-economy,2020-06-07,all,55.418561,30.935159,8.9039877,3.2750739,2020-07-07 06:50
concern-infected,2020-05-07,all,30.795733,34.738095,19.411109,13.040988,2020-07-07 06:50
concern-economy,2020-05-07,all,55.418561,30.935159,8.9039877,3.2750739,2020-07-07 06:50
concern-infected,2020-04-07,all,30.795733,34.738095,19.411109,13.040988,2020-07-07 06:50
concern-economy,2020-04-07,all,53.548657,32.004608,9.4237886,3.4556498,2020-07-07 06:50
concern-economy,2020-03-07,all,53.548657,32.004608,9.4237886,3.4556498,2020-07-07 06:50
concern-infected,2020-03-07,all,30.795733,34.738095,19.411109,13.040988,2020-07-07 06:50
concern-economy,2020-02-07,all,53.548657,32.004608,9.4237886,3.4556498,2020-02-07 17:35
concern-infected,2020-02-07,all,30.795733,34.738095,19.411109,13.040988,2020-02-07 17:35
concern-economy,2020-01-07,all,53.548657,32.004608,9.4237886,3.4556498,2020-01-07 20:20
concern-infected,2020-01-07,all,30.795733,34.738095,19.411109,13.040988,2020-01-07 20:20
concern-economy,2020-30-06,all,53.550118,32.006131,9.1774102,3.6360119,2020-30-06 21:15
concern-infected,2020-30-06,all,29.111353,36.178801,20.666205,12.992771,2020-30-06 21:15
concern-economy,2020-29-06,all,51.010911,33.60732,10.208918,3.4188371,2020-29-06 18:35
concern-infected,2020-29-06,all,28.769671,36.155854,20.901055,13.167323,2020-29-06 18:35
concern-economy,2020-28-06,all,51.010911,33.60732,10.208918,3.4188371,2020-28-06 10:40
concern-infected,2020-28-06,all,28.957378,36.022227,20.950686,13.115901,2020-28-06 10:40
concern-economy,2020-27-06,all,51.010911,33.60732,10.208918,3.4188371,2020-28-06 10:40
concern-infected,2020-27-06,all,28.957378,36.022227,20.950686,13.115901,2020-28-06 10:40
concern-economy,2020-26-06,all,51.010911,33.60732,10.208918,3.4188371,2020-26-06 19:05
concern-infected,2020-26-06,all,28.189215,36.058777,21.503274,13.285586,2020-26-06 19:05
concern-economy,2020-25-06,all,51.010911,33.60732,10.208918,3.4188371,2020-25-06 00:25
concern-infected,2020-25-06,all,27.925207,35.711193,21.554241,13.714249,2020-25-06 00:25
concern-economy,2020-24-06,all,51.262542,33.416113,9.9726304,3.5331484,2020-24-06 10:55
concern-infected,2020-24-06,all,27.893275,35.829639,21.460724,13.728219,2020-24-06 10:55
concern-economy,2020-23-06,all,51.262542,33.416113,9.9726304,3.5331484,2020-23-06 19:30
concern-infected,2020-23-06,all,28.114699,35.598179,21.344716,13.730656,2020-23-06 19:30
concern-economy,2020-22-06,all,51.142559,33.224654,10.104347,3.9452866,2020-22-06 19:15
concern-infected,2020-22-06,all,28.264291,35.606335,21.305816,13.660725,2020-22-06 19:15
concern-infected,2020-21-06,all,28.517001,35.297417,21.030229,14.028976,2020-21-06 08:05
concern-economy,2020-21-06,all,51.142559,33.224654,10.104347,3.9452866,2020-21-06 08:05
concern-economy,2020-20-06,all,51.142559,33.224654,10.104347,3.9452866,2020-21-06 08:05
concern-infected,2020-20-06,all,28.517001,35.297417,21.030229,14.028976,2020-21-06 08:05
concern-economy,2020-19-06,all,51.142559,33.224654,10.104347,3.9452866,2020-19-06 18:10
concern-infected,2020-19-06,all,28.517001,35.297417,21.030229,14.028976,2020-19-06 18:10
concern-economy,2020-18-06,all,51.200113,33.187772,10.171671,3.8185609,2020-18-06 15:40
concern-infected,2020-18-06,all,28.432202,35.376305,21.018437,14.036285,2020-18-06 15:40
concern-economy,2020-17-06,all,51.200113,33.187772,10.171671,3.8185609,2020-17-06 10:10
concern-infected,2020-17-06,all,28.089974,35.75377,21.535309,13.479846,2020-17-06 10:10
concern-economy,2020-16-06,all,51.200113,33.187772,10.171671,3.8185609,2020-16-06 19:45
concern-infected,2020-16-06,all,28.352136,35.71804,21.246513,13.453957,2020-16-06 19:45
concern-economy,2020-15-06,all,51.02643,32.947063,10.245244,3.9759091,2020-15-06 17:00
concern-infected,2020-15-06,all,28.450584,35.757983,21.193771,13.575781,2020-15-06 17:00
concern-economy,2020-14-06,all,50.803102,33.211984,10.592627,3.8652259,2020-15-06 11:10
concern-infected,2020-14-06,all,28.501634,35.680538,21.208355,13.630071,2020-15-06 11:10
concern-economy,2020-13-06,all,50.803102,33.211984,10.592627,3.8652259,2020-15-06 11:10
concern-infected,2020-13-06,all,28.501634,35.680538,21.208355,13.630071,2020-15-06 11:10
concern-economy,2020-12-06,all,50.803102,33.211984,10.592627,3.8652259,2020-12-06 18:00
concern-infected,2020-12-06,all,28.047086,35.880687,21.758695,13.390416,2020-12-06 18:00
concern-economy,2020-11-06,all,50.803102,33.211984,10.592627,3.8652259,2020-11-06 18:40
concern-infected,2020-11-06,all,28.574057,35.566889,21.31032,13.544389,2020-11-06 18:40
concern-economy,2020-10-06,all,51.735238,32.775861,10.003809,3.9098115,2020-10-06 17:25
concern-infected,2020-10-06,all,28.619629,35.688985,21.229445,13.394047,2020-10-06 17:25
concern-economy,2020-09-06,all,51.735238,32.775861,10.003809,3.9098115,2020-09-06 21:15
concern-infected,2020-09-06,all,29.027798,35.66616,20.904957,13.258925,2020-09-06 21:15
concern-economy,2020-08-06,all,53.280986,32.349025,9.2995115,3.2723831,2020-08-06 17:05
concern-infected,2020-08-06,all,29.64931,35.594,20.71441,12.953033,2020-08-06 17:05
concern-infected,2020-07-06,all,29.767526,35.618115,20.691496,12.816532,2020-07-06 09:05
concern-economy,2020-07-06,all,53.679146,32.177476,9.1711986,3.2878135,2020-07-06 09:05
concern-economy,2020-06-06,all,53.679146,32.177476,9.1711986,3.2878135,2020-07-06 09:05
concern-infected,2020-06-06,all,29.767526,35.618115,20.691496,12.816532,2020-07-06 09:05
concern-economy,2020-05-06,all,53.679146,32.177476,9.1711986,3.2878135,2020-05-06 16:35
concern-infected,2020-05-06,all,30.406441,35.392201,20.273112,12.96685,2020-05-06 16:35
concern-economy,2020-04-06,all,53.679146,32.177476,9.1711986,3.2878135,2020-04-06 19:25
concern-infected,2020-04-06,all,30.406441,35.392201,20.273112,12.96685,2020-04-06 19:25
concern-economy,2020-03-06,all,53.679146,32.177476,9.1711986,3.2878135,2020-03-06 17:30
concern-infected,2020-03-06,all,31.582982,35.24027,20.574665,11.518001,2020-03-06 17:30
concern-economy,2020-02-06,all,55.833262,31.177896,8.108494,3.1960046,2020-02-06 15:55
concern-infected,2020-02-06,all,32.082644,35.309326,20.107625,11.420109,2020-02-06 15:55
concern-economy,2020-01-06,all,57.1027,30.635413,8.1130973,2.9632449,2020-01-06 18:20
concern-infected,2020-01-06,all,32.12542,35.29418,20.265175,11.264507,2020-01-06 18:20
concern-economy,2020-31-05,all,56.568104,30.705303,8.4603741,2.9441164,2020-31-05 16:45
concern-infected,2020-31-05,all,32.583202,35.806215,19.781362,11.065886,2020-31-05 16:45
concern-economy,2020-30-05,all,56.568104,30.705303,8.4603741,2.9441164,2020-30-05 19:15
concern-infected,2020-30-05,all,32.583202,35.806215,19.781362,11.065886,2020-30-05 19:15
concern-economy,2020-29-05,all,56.568104,30.705303,8.4603741,2.9441164,2020-29-05 19:15
concern-infected,2020-29-05,all,32.583202,35.806215,19.781362,11.065886,2020-29-05 19:15
concern-economy,2020-28-05,all,56.568104,30.705303,8.4603741,2.9441164,2020-28-05 16:15
concern-infected,2020-28-05,all,32.532283,35.827844,19.753924,11.107396,2020-28-05 16:15
concern-economy,2020-27-05,all,56.568104,30.705303,8.4603741,2.9441164,2020-27-05 18:55
concern-infected,2020-27-05,all,32.632395,35.840133,19.661074,11.097416,2020-27-05 18:55
concern-economy,2020-26-05,all,56.759255,30.484283,8.516507,2.9193068,2020-26-05 22:25
concern-infected,2020-26-05,all,32.902524,35.667487,19.464565,11.126705,2020-26-05 22:25
concern-infected,2020-25-05,all,33.000465,35.680136,19.329843,11.152162,2020-26-05 07:30
concern-economy,2020-25-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-26-05 07:30
concern-economy,2020-24-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-26-05 07:30
concern-infected,2020-24-05,all,33.09324,35.614914,19.398545,11.042646,2020-26-05 07:30
concern-economy,2020-23-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-26-05 07:30
concern-infected,2020-23-05,all,33.09324,35.614914,19.398545,11.042646,2020-26-05 07:30
concern-economy,2020-22-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-22-05 19:35
concern-infected,2020-22-05,all,33.09324,35.614914,19.398545,11.042646,2020-22-05 19:35
concern-economy,2020-21-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-21-05 18:15
