subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,very,somewhat,not_very,not_at_all,very_adjusted,somewhat_adjusted,not_very_adjusted,not_at_all_adjusted,timestamp,url
concern-infected,2022-05-01,all,2020-03-04,2020-08-04,Global Strategy Group/GBAO (Navigator Research),B/C,340.66667,rv,0.11996909,0,,T,41.5,34,18,6.5,38.003731,35.851769,18.026338,7.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.08.20.pdf
concern-infected,2022-05-01,all,2020-04-04,2020-10-04,Firehouse Strategies/Ãptimus,,410.57143,a,0.15965673,0,,T,29.7,44.4,19.7,5.9,31.257444,42.613388,19.055729,6.8135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020
concern-infected,2022-05-01,all,2020-05-04,2020-09-04,Global Strategy Group/GBAO (Navigator Research),B/C,407.2,rv,0.14282238,0,,T,41.5,35.5,16.5,7,38.003731,37.351769,16.526338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.09.20.pdf
concern-infected,2022-05-01,all,2020-07-04,2020-09-04,YouGov,B+,2025,a,0.53820382,0,,,35,42,16,7,39.714611,40.107493,14.155126,6.3673536,2022-05-01 09:17,https://drive.google.com/file/d/1Hgp-3ol9cEvQXjuoaRrMJf1rlJWJSZRO/view
concern-infected,2022-05-01,all,2020-06-04,2020-12-04,Gallup,B+,7931,a,1.5877083,0,,,12,45,33,10,26.66947,40.665952,24.426226,7.6423614,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-07-04,2020-10-04,Global Strategy Group/GBAO (Navigator Research),B/C,251.25,rv,0.0875817,0,,T,41,34,17,8,37.503731,35.851769,17.026338,9.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.10.20.pdf
concern-infected,2022-05-01,all,2020-08-04,2020-09-04,Ipsos,B-,512,a,0.33734815,0,,,43,43,11,3,42.621589,39.543978,12.427825,5.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-041020_.pdf
concern-infected,2022-05-01,all,2020-09-04,2020-10-04,Ipsos,B-,1005,a,0.65400476,0,,,28,33,17,11,27.621589,29.543978,18.427825,13.548828,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline_usa_today_coronavirus_w2_041320.pdf
concern-infected,2022-05-01,all,2020-08-04,2020-11-04,TargetSmart/William & Mary,B/C,1200,rv,1.1703207,0,,,34,40,19,6,34.682454,39.057124,18.996124,6.4140313,2022-05-01 09:17,https://insights.targetsmart.com/Analysis/covid_national_survey_april_2020/covid_toplines.pdf
concern-infected,2022-05-01,all,2020-08-04,2020-13-04,SSRS,C,1001,a,0.96554917,0,,,26,48,21,5,28.89537,45.402613,20.157778,6.0800857,2022-05-01 09:17,https://ssrs.com/wp-content/uploads/2020/04/SSRS-Coronavirus-Probability-Panel-Data-4.27.20-V2.pdf
concern-infected,2022-05-01,all,2020-09-04,2020-12-04,LÃ©ger,,1012,a,0.32118163,0,,,30,39.5,18,11,34.675718,39.8498,19.413089,8.2961853,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/04/COVID-19-Tracking-Study-April-14-2020.pdf
concern-infected,2022-05-01,all,2020-10-04,2020-12-04,Gallup,B+,2448,a,0.46323338,0,,,12,45,33,10,26.66947,40.665952,24.426226,7.6423614,2022-05-01 09:17,https://news.gallup.com/poll/308504/fear-covid-illness-financial-harm.aspx
concern-infected,2022-05-01,all,2020-10-04,2020-12-04,YouGov,B+,1000,a,0.27637293,0,,,35,39,14,8,39.714611,37.107493,12.155126,7.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e18a0c5b63c5b58734d00.pdf
concern-infected,2022-05-01,all,2020-07-04,2020-14-04,Firehouse Strategies/Ãptimus,,430.5,a,0.16677746,0,,T,31.4,40.8,21.9,5.5,32.957444,39.013388,21.255729,6.4135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-16-2020
concern-infected,2022-05-01,all,2020-08-04,2020-13-04,Global Strategy Group/GBAO (Navigator Research),B/C,167.66667,rv,0.05791677,0,,T,40,33,17.5,9.5,36.503731,34.851769,17.526338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.13.20.pdf
concern-infected,2022-05-01,all,2020-09-04,2020-14-04,Global Strategy Group/GBAO (Navigator Research),B/C,167.16667,rv,0.05722312,0,,T,38.5,33,19.5,9.5,35.003731,34.851769,19.526338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.14.20.pdf
concern-infected,2022-05-01,all,2020-10-04,2020-14-04,SurveyMonkey,C,5755,a,1.4480041,0,,,38,35,21,5,36.259507,35.890552,20.443552,6.5510737,2022-05-01 09:17,https://www.surveymonkey.com/curiosity/fortune-poll-coronavirus-airlines/
concern-infected,2022-05-01,all,2020-12-04,2020-14-04,YouGov,B+,1500,a,0.42578699,0,,,23,45,23,9,27.714611,43.107493,21.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf
concern-infected,2022-05-01,all,2020-11-04,2020-14-04,Civiqs,B-,1600,a,1.1695969,0,,,16,39,29,15,23.513823,38.065481,26.41512,11.181928,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf
concern-infected,2022-05-01,all,2020-10-04,2020-15-04,Global Strategy Group/GBAO (Navigator Research),B/C,507.5,rv,0.17266582,0,,T,39,32.5,20.5,8,35.503731,34.351769,20.526338,9.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.15.20.pdf
concern-infected,2022-05-01,all,2020-13-04,2020-15-04,NBC News/The Wall Street Journal,B+,900,rv,1.315656,0,,,33,40,18,7,35.251802,38.847682,17.08681,7.0980997,2022-05-01 09:17,https://www.documentcloud.org/documents/6842659-200203-NBCWSJ-April-Poll-4-19-20-Release.html
concern-infected,2022-05-01,all,2020-14-04,2020-14-04,Data for Progress,B,940,a,0.77788059,0,,,35.75,38.67,17.25,8.32,35.186894,38.260238,18.321694,8.7014581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1KKNL9a_uVJK36tOaR9_Eepcw4bKWrwTew85dwGyY_S0/edit
concern-infected,2022-05-01,all,2020-11-04,2020-18-04,Firehouse Strategies/Ãptimus,,315.75,a,0.12127556,0,,T,32.4,37.8,21,8.2,33.957444,36.013388,20.355729,9.1135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-20-2020
concern-infected,2022-05-01,all,2020-13-04,2020-16-04,Global Strategy Group/GBAO (Navigator Research),B/C,252.75,rv,0.08557574,0,,T,35.5,33.5,23,7.5,32.003731,35.351769,23.026338,8.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.16.20.pdf
concern-infected,2022-05-01,all,2020-13-04,2020-19-04,Gallup,B+,8106,a,1.3841153,0,,,12,42,34,12,26.66947,37.665952,25.426226,9.6423614,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-14-04,2020-17-04,Global Strategy Group/GBAO (Navigator Research),B/C,249.25,rv,0.08410994,0,,T,34.5,35.5,22.5,7.5,31.003731,37.351769,22.526338,8.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.17.20.pdf
concern-infected,2022-05-01,all,2020-15-04,2020-16-04,Ipsos,B-,514,a,0.3509355,0,,,41,40,15,5,40.621589,36.543978,16.427825,7.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline_abc_ipsos_poll_april_16_2020_trend.pdf
concern-infected,2022-05-01,all,2020-14-04,2020-19-04,ABC News/The Washington Post,A+,1013,a,1.6253039,0,,,20,37,27,16,23.802946,36.44396,26.808681,14.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/april-14-19-washington-post-u-md-poll/4521bb45-b844-4dbd-b72d-0a298cf7539a/
concern-infected,2022-05-01,all,2020-14-04,2020-21-04,Firehouse Strategies/Ãptimus,,464.5,a,0.17660899,0,,T,29.8,40.3,20.9,8.3,31.357444,38.513388,20.255729,9.2135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-23-2020
concern-infected,2022-05-01,all,2020-17-04,2020-19-04,YouGov,B+,1000,a,0.28736891,0,,,36,36,16,8,40.714611,34.107493,14.155126,7.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e1857c5b63c5b58734cc0.pdf
concern-infected,2022-05-01,all,2020-16-04,2020-20-04,AP-NORC,,1057,a,1.0735133,0,,,43,35,17,5,38.9995,36.126351,17.576269,7.142945,2022-05-01 09:17,http://www.apnorc.org/projects/Documents/4_22_20_govt_topline.pdf
concern-infected,2022-05-01,all,2020-17-04,2020-19-04,LÃ©ger,,1001,a,0.30518448,0,,,29.5,37,18,12,34.175718,37.3498,19.413089,9.2961853,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/04/tracking_covid19_13386-124_EN_week5_VF_Final-1.pdf
concern-infected,2022-05-01,all,2020-15-04,2020-20-04,Global Strategy Group/GBAO (Navigator Research),B/C,167.66667,rv,0.05626637,0,,T,34.5,34,23,8.5,31.003731,35.851769,23.026338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.20.20.pdf
concern-infected,2022-05-01,all,2020-16-04,2020-21-04,Global Strategy Group/GBAO (Navigator Research),B/C,168.66667,rv,0.05619925,0,,T,37,34,21,8,33.503731,35.851769,21.026338,9.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.21.20.pdf
concern-infected,2022-05-01,all,2020-18-04,2020-21-04,Echelon Insights,B/C,1000,rv,1.1003566,0,,,60,27,13,1,50.595841,31.015499,12.119723,6.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-19-04,2020-21-04,YouGov,B+,1500,a,0.42494499,0,,,22,44,24,10,26.714611,42.107493,22.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf
concern-infected,2022-05-01,all,2020-17-04,2020-22-04,Global Strategy Group/GBAO (Navigator Research),B/C,511,rv,0.16961446,0,,T,37.5,35.5,20,7,34.003731,37.351769,20.026338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.22.20.pdf
concern-infected,2022-05-01,all,2020-21-04,2020-21-04,Data for Progress,B,998,a,0.70184914,0,,,34.92,40.95,15.75,8.12,34.356894,40.540238,16.821694,8.5014581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1y1QYjWQR3NNsGZaGXtJy94KDbh9RgepLOHshNkwqEAY/edit
concern-infected,2022-05-01,all,2020-20-04,2020-22-04,YouGov,B+,2112,a,0.59868874,0,,,33,40,18,9,37.714611,38.107493,16.155126,8.3673536,2022-05-01 09:17,https://drive.google.com/file/d/1jFnCuET4kyT9V0q9ov5xsKMCEo7PyqR8/view
concern-infected,2022-05-01,all,2020-18-04,2020-25-04,Firehouse Strategies/Ãptimus,,328.5,a,0.12431395,0,,T,27.8,43.1,19.2,9.2,29.357444,41.313388,18.555729,10.113503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-27-2020
concern-infected,2022-05-01,all,2020-17-04,2020-26-04,PureSpectrum,,22921,a,1.2901684,0,,,39.5,33.5,16,8.5,36.776302,34.88788,17.657523,9.0474836,2022-05-01 09:17,https://www.washingtonpost.com/politics/2020/04/29/these-three-governors-are-reopening-their-states-faster-than-their-voters-want/
concern-infected,2022-05-01,all,2020-20-04,2020-23-04,Global Strategy Group/GBAO (Navigator Research),B/C,252.5,rv,0.08393581,0,,T,36.5,37.5,20,6.5,33.003731,39.351769,20.026338,7.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.23.20.pdf
concern-infected,2022-05-01,all,2020-20-04,2020-26-04,Gallup,B+,7921,a,1.3839609,0,,,13,43,33,12,27.66947,38.665952,24.426226,9.6423614,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-21-04,2020-24-04,Global Strategy Group/GBAO (Navigator Research),B/C,258.75,rv,0.08590717,0,,T,36.5,36.5,22.5,5.5,33.003731,38.351769,22.526338,6.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.24.20.pdf
concern-infected,2022-05-01,all,2020-22-04,2020-23-04,Ipsos,B-,506,a,0.37551946,0,,,42,40,14,4,41.621589,36.543978,15.427825,6.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-wave-6.pdf
concern-infected,2022-05-01,all,2020-21-04,2020-26-04,ABC News/The Washington Post,A+,1008,a,1.5504484,0,,,20,40,25,15,23.802946,39.44396,24.808681,13.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-university-of-maryland-national-poll-april-21-26-2020/3583b4e9-66be-4ed6-a457-f6630a550ddf/
concern-infected,2022-05-01,all,2020-24-04,2020-26-04,LÃ©ger,,1016,a,0.30448884,0,,,31,35,17.5,12.5,35.675718,35.3498,18.913089,9.7961853,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/04/tracking_covid19_13386-124_EN_week6-1-1.pdf
concern-infected,2022-05-01,all,2020-22-04,2020-27-04,Global Strategy Group/GBAO (Navigator Research),B/C,171.83333,rv,0.05682962,0,,T,36.5,34.5,23,5.5,33.003731,36.351769,23.026338,6.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.27.20.pdf
concern-infected,2022-05-01,all,2020-21-04,2020-28-04,Firehouse Strategies/Ãptimus,,437,a,0.1644136,0,,T,28.9,40.9,20.3,9,30.457444,39.113388,19.655729,9.9135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-30-2020
concern-infected,2022-05-01,all,2020-24-04,2020-26-04,YouGov,B+,1000,a,0.29132884,0,,,38,31,18,8,42.714611,29.107493,16.155126,7.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/05/07/5eb484a9c5b62d0addac2c45.pdf
concern-infected,2022-05-01,all,2020-23-04,2020-28-04,Global Strategy Group/GBAO (Navigator Research),B/C,168.66667,rv,0.0554603,0,,T,38,35.5,21.5,5.5,34.503731,37.351769,21.526338,6.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.28.20.pdf
concern-infected,2022-05-01,all,2020-24-04,2020-29-04,Global Strategy Group/GBAO (Navigator Research),B/C,502,rv,0.16460283,0,,T,38.5,35.5,20,6.5,35.003731,37.351769,20.026338,7.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.29.20.pdf
concern-infected,2022-05-01,all,2020-26-04,2020-28-04,YouGov,B+,1500,a,0.43546668,0,,,22,42,27,10,26.714611,40.107493,25.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf
concern-infected,2022-05-01,all,2020-28-04,2020-28-04,Data for Progress,B,1048,a,0.69142842,0,,,36.21,36.36,18.21,8.46,35.646894,35.950238,19.281694,8.8414581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1zA_YTHzyYFjKcjwUD6fvtkemZ7BOSJ0p2AcEhTI9kJY/edit
concern-infected,2022-05-01,all,2020-27-04,2020-30-04,Global Strategy Group/GBAO (Navigator Research),B/C,252,rv,0.08256157,0,,T,37,35,21,6.5,33.503731,36.851769,21.026338,7.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.30.20.pdf
concern-infected,2022-05-01,all,2020-25-04,2020-02-05,Firehouse Strategies/Ãptimus,,341.25,a,0.12908351,0,,T,29.7,38.2,22,9,31.257444,36.413388,21.355729,9.9135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-04-2020
concern-infected,2022-05-01,all,2020-27-04,2020-03-05,Gallup,B+,4553,a,0.91568781,0,,,11,38,36,15,25.66947,33.665952,27.426226,12.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-28-04,2020-01-05,YouGov,B+,2200,a,0.63953686,0,,,29,41,17,12,33.714611,39.107493,15.155126,11.367354,2022-05-01 09:17,https://drive.google.com/file/d/1rPmATVVPfzsgn-1g7m9zX-PfFVgPXCGY/view
concern-infected,2022-05-01,all,2020-29-04,2020-30-04,Ipsos,B-,518,a,0.40526069,0,,,39,42,13,4,38.621589,38.543978,14.427825,6.5488276,2022-05-01 09:17,https://abcnews.go.com/Politics/americans-uneasy-returning-normal-restrictions-loosen-poll/story?id=70423858
concern-infected,2022-05-01,all,2020-28-04,2020-01-05,Global Strategy Group/GBAO (Navigator Research),B/C,255.5,rv,0.08328394,0,,T,36,35.5,20.5,8,32.503731,37.351769,20.526338,9.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.01.20.pdf
concern-infected,2022-05-01,all,2020-28-04,2020-03-05,ABC News/The Washington Post,A+,1005,a,1.5376286,0,,,21,42,21,16,24.802946,41.44396,20.808681,14.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-university-of-maryland-national-poll-april-28-may-3-2020/9ac3c026-f68c-4733-82a0-daa6862d99b3/
concern-infected,2022-05-01,all,2020-30-04,2020-04-05,AP-NORC,,1002,a,0.92322898,0,,,47,29,17,6,42.9995,30.126351,17.576269,8.142945,2022-05-01 09:17,http://www.apnorc.org/projects/Documents/topline_divinity_policy.pdf
concern-infected,2022-05-01,all,2020-28-04,2020-05-05,Firehouse Strategies/Ãptimus,,449.5,a,0.17111316,0,,T,30.5,40.5,20.1,8,32.057444,38.713388,19.455729,8.9135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-07-2020
concern-infected,2022-05-01,all,2020-30-04,2020-04-05,Monmouth University,A,808,a,1.4403932,0,,,42,28,14,16,35.461547,31.959668,17.254832,15.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_051120.pdf/
concern-infected,2022-05-01,all,2020-01-05,2020-03-05,Change Research,B-,1489,lv,1.0935648,0,,,44,22,25,10,40.391694,27.384552,22.140174,10.809383,2022-05-01 09:17,https://www.changeresearch.com/post/states-of-play-battleground-wave-4
concern-infected,2022-05-01,all,2020-01-05,2020-03-05,LÃ©ger,,1002,a,0.29853227,0,,,31,35,18,13,35.675718,35.3498,19.413089,10.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/05/Leger-National-COVID-19-Tracking-Report-May-4-2020-1.pdf
concern-infected,2022-05-01,all,2020-01-05,2020-03-05,YouGov,B+,1000,a,0.29434515,0,,,32,40,16,9,36.714611,38.107493,14.155126,8.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/05/07/5eb484aac5b6c8214cf4bade.pdf
concern-infected,2022-05-01,all,2020-29-04,2020-04-05,Global Strategy Group/GBAO (Navigator Research),B/C,169,rv,0.05446274,0,,T,36.5,33.5,21,9,33.003731,35.351769,21.026338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.04.20.pdf
concern-infected,2022-05-01,all,2020-30-04,2020-05-05,Global Strategy Group/GBAO (Navigator Research),B/C,167.5,rv,0.05347311,0,,T,37.5,32,22,8.5,34.003731,33.851769,22.026338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.05.20.pdf
concern-infected,2022-05-01,all,2020-01-05,2020-04-05,Garin-Hart-Yang Research Group,B-,1002,a,1.169018,0,,,33,37,20,9,29.210784,36.949824,21.643679,10.933305,2022-05-01 09:17,https://caringacross.org/wp-content/uploads/2020/05/FI12876-CAGNDWA-Topline-Results-for-Public-Release-May-1-4-2020.pdf
concern-infected,2022-05-01,all,2020-01-05,2020-06-05,Global Strategy Group/GBAO (Navigator Research),B/C,507,rv,0.1608093,0,,T,38.5,32.5,21,8.5,35.003731,34.351769,21.026338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.06.20.pdf
concern-infected,2022-05-01,all,2020-02-05,2020-05-05,Civiqs,B-,1546,a,1.2467314,0,,,16,37,28,18,23.513823,36.065481,25.41512,14.181928,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_05_r8c32an.pdf
concern-infected,2022-05-01,all,2020-03-05,2020-05-05,YouGov,B+,1500,a,0.44812038,0,,,24,42,25,9,28.714611,40.107493,23.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/5yope37lqh/econTabReport.pdf
concern-infected,2022-05-01,all,2020-05-05,2020-05-05,Data for Progress,B,918,a,0.60649864,0,,,36.47,38.35,16.05,8.63,35.906894,37.940238,17.121694,9.0114581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1cj1W_9MLHk5A_j0c0I-UMH28UMGJ3_nULmtU6_Y2OI4/edit
concern-infected,2022-05-01,all,2020-04-05,2020-07-05,Global Strategy Group/GBAO (Navigator Research),B/C,252.5,rv,0.08017791,0,,T,37,34.5,20.5,7,33.503731,36.351769,20.526338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.07.20.pdf
concern-infected,2022-05-01,all,2020-02-05,2020-09-05,Firehouse Strategies/Ãptimus,,307.875,a,0.11939087,0,,T,31.6,39.9,18.8,8.7,33.157444,38.113388,18.155729,9.6135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-11-2020
concern-infected,2022-05-01,all,2020-04-05,2020-10-05,Gallup,B+,4159,a,0.94887705,0,,,11,42,34,13,25.66947,37.665952,25.426226,10.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-06-05,2020-07-05,Ipsos,B-,532,a,0.42722167,0,,,35,42,17,6,34.621589,38.543978,18.427825,8.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-abc-coronavirus-wave-8.pdf
concern-infected,2022-05-01,all,2020-05-05,2020-08-05,Global Strategy Group/GBAO (Navigator Research),B/C,255.5,rv,0.08096988,0,,T,37,35,20.5,7.5,33.503731,36.851769,20.526338,8.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.08.20.pdf
concern-infected,2022-05-01,all,2020-05-05,2020-10-05,ABC News/The Washington Post,A+,1007,a,1.6076228,0,,,22,36,24,17,25.802946,35.44396,23.808681,15.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/may-5-10-2020-washington-post-university-of-maryland-poll/722b3348-4f59-4b35-9fa0-2f9eb4ac76c0/?itid=lk_inline_manual_1
concern-infected,2022-05-01,all,2020-06-05,2020-11-05,Global Strategy Group/GBAO (Navigator Research),B/C,170,rv,0.05318602,0,,T,36.5,34,21.5,8.5,33.003731,35.851769,21.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.11.20.pdf
concern-infected,2022-05-01,all,2020-08-05,2020-10-05,LÃ©ger,,1004,a,0.30197309,0,,,27.5,38,18.5,14,32.175718,38.3498,19.913089,11.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-11-2020_VF.pdf
concern-infected,2022-05-01,all,2020-08-05,2020-10-05,YouGov,B+,1000,a,0.31035058,0,,,33,35,19,8,37.714611,33.107493,17.155126,7.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/05/15/5ebec87ac5b65727da7b17b2.pdf
concern-infected,2022-05-01,all,2020-05-05,2020-12-05,Firehouse Strategies/Ãptimus,,410.5,a,0.15929065,0,,T,31,35.4,21.2,11.4,32.557444,33.613388,20.555729,12.313503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-14-2020
concern-infected,2022-05-01,all,2020-07-05,2020-12-05,Global Strategy Group/GBAO (Navigator Research),B/C,168.16667,rv,0.05227495,0,,T,35,35.5,21.5,8.5,31.503731,37.351769,21.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.12.20.pdf
concern-infected,2022-05-01,all,2020-10-05,2020-12-05,YouGov,B+,1500,a,0.46546031,0,,,24,40,25,11,28.714611,38.107493,23.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/sww5v5iven/econTabReport.pdf
concern-infected,2022-05-01,all,2020-08-05,2020-13-05,Global Strategy Group/GBAO (Navigator Research),B/C,505,rv,0.15637092,0,,T,37.5,34.5,19.5,9,34.003731,36.351769,19.526338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.13.20.pdf
concern-infected,2022-05-01,all,2020-12-05,2020-12-05,Data for Progress,B,817,a,0.55449093,0,,,33.67,39.51,16.44,9.85,33.106894,39.100238,17.511694,10.231458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1WuukVMHY020EbSvNGK22X-Onb8BwBZ58ZW1BrXUAzIg/edit
concern-infected,2022-05-01,all,2020-11-05,2020-13-05,YouGov,B+,2000,a,0.62550511,0,,,32,40,18,9,36.714611,38.107493,16.155126,8.3673536,2022-05-01 09:17,https://drive.google.com/file/d/1uFybAzWKhjq0M7MdhDFQwNEeeFrlyyaU/view
concern-infected,2022-05-01,all,2020-09-05,2020-16-05,Firehouse Strategies/Ãptimus,,334.875,a,0.1315892,0,,T,28.6,37.6,20.9,12.4,30.157444,35.813388,20.255729,13.313503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-18-2020
